ticker,n_rows,first_date,last_date,n_years,med_dollar_vol_recent252,med_dollar_vol_full,max_gap_days,error
HFC,10162,1980-03-17,2020-07-02,40.29,77860094.62957382,385000.0,7,
HFRO,1546,2017-11-06,2023-12-28,6.14,1760833.9160442352,2202302.4407863617,4,
HFWA,5567,1998-05-07,2020-06-19,22.12,3606974.9393463135,241079.9903869629,7,
HFXI,2125,2015-07-22,2023-12-28,8.44,1333649.998283386,473421.01821899414,4,
HFXJ,821,2015-07-22,2020-07-02,4.95,7923.599863052368,12050.399780273438,19,
HGH,2061,2012-04-25,2020-07-02,8.19,1279705.5033683777,1220099.967956543,5,
HGLB,1217,2019-03-01,2023-12-28,4.83,564942.0221328735,735681.0344696045,4,
HGSH,3093,2008-03-24,2020-07-02,12.27,6277.499967813492,14856.99970126152,5,
HGV,1758,2017-01-04,2023-12-28,6.98,29938644.575691223,25996448.248291016,4,
HHC,2366,2010-11-05,2020-04-01,9.4,23283248.217773438,16045540.999603271,5,
HHHHU,291,2019-02-06,2020-04-01,1.15,0.0,0.0,4,
HHR,291,2019-05-09,2020-07-02,1.15,1463434.4570159912,1525305.006980896,4,
HHS,7591,1993-11-04,2023-12-28,30.15,204367.99688339233,1364666.6198730469,7,
HHT,2930,2008-11-11,2020-07-02,11.64,140875.9998202324,36953.000259399414,5,
HI,3967,2008-03-28,2023-12-28,15.75,11864096.998786926,7824000.0,5,
HIBB,6849,1996-10-11,2023-12-28,27.21,13873228.929901123,8948800.170898438,7,
HIBS,1042,2019-11-07,2023-12-28,4.14,10428086.128311157,5766472.115402222,4,
HIE,2287,2014-11-26,2023-12-28,9.09,213061.50031089783,684803.9863586426,4,
HIFS,7941,1988-12-14,2020-06-19,31.51,673387.5053405762,17000.0,7,
HIG,7057,1995-12-15,2023-12-28,28.04,108111524.04823303,101051150.21514893,7,
HIHO,6807,1996-12-11,2023-12-28,27.04,10919.499599933624,15908.000469207764,7,
HII,2328,2011-03-22,2020-06-19,9.25,64006856.369018555,39438979.50286865,5,
HIL,4001,2004-08-12,2020-07-02,15.89,210875.99835395813,400811.9939804077,5,
HIMX,4467,2006-03-31,2023-12-28,17.74,5050392.9448366165,6114696.294021606,5,
HIO,7583,1993-11-16,2023-12-28,30.11,919010.0103139877,1247375.0,7,
HIPS,2258,2015-01-09,2023-12-28,8.97,178289.25113677979,67315.74959754944,4,
HIW,7443,1994-06-08,2023-12-28,29.56,23972413.503646854,17537020.838165283,7,
HIX,6443,1998-05-22,2023-12-28,25.6,711716.0136222839,1714104.0382385254,7,
HJLI,463,2018-05-31,2020-04-01,1.84,48649.20075535774,59511.60268783569,4,
HJLIW,497,2018-06-14,2020-07-02,2.05,35.99999994039535,98.00000041723247,11,
HJPX,425,2015-10-02,2020-07-02,4.75,3058.4500312805176,6858.000183105468,40,
HJV,3278,2007-03-27,2020-04-01,13.02,16551.500153541565,55904.998207092285,5,
HKIB,231,2019-08-05,2020-07-02,0.91,75739.00203704834,75739.00203704834,4,
HL,11040,1980-03-17,2023-12-28,43.78,32572361.332678795,4044800.0,7,
HLAL,1123,2019-07-16,2023-12-28,4.45,1482472.5276947021,695015.9759521484,4,
HLF,4791,2004-12-16,2023-12-28,19.03,19508803.30028534,43598879.39300537,5,
HLG,1074,2015-07-07,2020-07-02,4.99,703915.0066375732,558556.8000793457,23,
HLI,1231,2015-08-13,2020-07-02,4.89,15739780.919265747,7413216.15562439,4,
HLIO,5910,1997-01-09,2020-07-02,23.48,3191695.0813293457,1394545.775794983,7,
HLIT,6314,1995-05-23,2020-06-19,25.08,4216049.904084206,4308897.898054123,7,
HLM-P,5008,1997-10-01,2020-07-02,22.75,81533.91255760193,75315.79931259157,696,
HLNE,842,2017-03-01,2020-07-02,3.34,8795971.390914917,5873232.976150513,4,
HLT,1650,2013-12-12,2020-07-02,6.55,207163495.75271606,160169250.30708313,4,
HLX,5790,1997-07-01,2020-07-02,23.0,8502333.037757874,13169832.034111023,7,
HMC,10162,1980-03-17,2020-07-02,40.29,16630446.022033691,3696850.0394821167,7,
HMG,10315,1973-02-21,2020-07-02,47.36,1317.0000076293943,,32,
HMHC,1669,2013-11-14,2020-07-02,6.63,2584851.9893050194,6746277.9505729675,4,
HMI,4152,2000-01-10,2020-07-02,20.48,3715053.9834976196,1750.1941237896644,32,
HMLP,1478,2014-08-07,2020-06-19,5.87,1866286.5104198456,1051059.9746704102,4,
HMN,7147,1991-11-15,2020-04-01,28.38,6057483.366394043,2941217.9597854614,7,
HMNF,6548,1994-06-30,2020-07-02,26.01,31500.0,27385.0004196167,7,
HMOP,468,2017-12-14,2020-07-02,2.55,347330.85498809814,228661.99951171875,24,
HMST,2103,2012-02-10,2020-06-19,8.36,3796653.0115127563,2663359.962463379,5,
HMSY,6935,1992-12-18,2020-07-02,27.54,16841168.443012238,4133087.982559203,7,
HMTV,1825,2013-04-05,2020-07-02,7.24,347780.00655174255,357750.0,4,
HMY,6580,1994-05-17,2020-07-02,26.13,21311412.74678707,10854764.319074154,7,
HNDL,600,2018-01-25,2020-06-19,2.4,160626.24826431274,105401.25274658203,4,
HNGR,8662,1986-02-21,2020-07-02,34.36,4096429.8458099365,569263.5046958923,7,
HNI,11040,1980-03-17,2023-12-28,43.78,6431078.1089782715,2828327.465248108,7,
HNNA,4735,2005-03-09,2023-12-28,18.8,34996.00009918213,29600.0,5,
HNP,6481,1994-10-06,2020-07-02,25.74,344940.5111312866,2025299.940109253,7,
HNRG,7486,1994-04-06,2023-12-28,29.73,1876090.0069236755,2612.5,7,
HNW,4176,2007-05-30,2023-12-28,16.58,305533.4915161133,448870.00436782837,5,
HOFT,5414,2002-06-27,2023-12-28,21.5,748938.0012512207,859864.9974346161,5,
HOG,9448,1986-07-08,2023-12-28,37.47,49082859.54875946,,5,
HOLD,667,2015-01-06,2020-07-02,5.49,39588.00048828125,49685.00137329102,70,
HOLI,4613,2005-08-31,2023-12-28,18.32,2846911.966609955,2893246.916246414,5,
HOLX,8523,1990-03-01,2023-12-28,33.83,114863366.53213501,28659405.48915863,7,
HOMB,3522,2006-06-23,2020-06-19,13.99,11764491.615962982,3818737.51373291,5,
HOME,921,2016-08-04,2020-04-01,3.66,16618656.51640892,10922240.393066406,4,
HOMZ,1204,2019-03-20,2023-12-28,4.77,58475.10185241699,123139.24560546875,4,
HON,12731,1970-01-02,2020-06-19,50.46,465963290.9210205,29549500.81768036,7,
HONE,1887,2016-06-30,2023-12-28,7.49,1417906.526207924,1447233.0236434937,4,
HOOK,1183,2019-04-18,2023-12-28,4.7,210236.84811890125,546973.9830017091,4,
HOPE,6522,1998-01-29,2023-12-28,25.91,8194310.983848572,3131234.4547748566,7,
HOTH,348,2019-02-15,2020-07-02,1.38,105472.99897670746,81165.00177383423,4,
HOV,10161,1983-09-07,2023-12-28,40.31,4728233.395767212,2017500.0,7,
HOVNP,4550,2005-11-30,2023-12-28,18.08,37275.0,36397.00036048889,5,
HP,10892,1980-10-15,2023-12-28,43.2,50132382.09466934,11077070.191383362,7,
HPE,2063,2015-10-19,2023-12-28,8.19,175319970.9342003,156878959.36088562,4,
HPF,5308,2002-11-26,2023-12-28,21.09,606808.5067749023,916572.4929809571,5,
HPI,5151,2003-07-15,2023-12-28,20.45,807175.5004882812,1140048.0328559875,5,
HPP,3402,2010-06-24,2023-12-28,13.51,20861183.486151695,18505610.314559937,5,
HPQ,15605,1962-01-02,2023-12-28,61.98,177403006.29844666,54748281.02798462,7,
HPR,3917,2004-12-10,2020-07-02,15.56,1020801.9868180156,15516720.571899414,5,
HPS,5170,2003-06-17,2023-12-28,20.53,773169.9976921082,1158516.0033226013,5,
HQH,9245,1987-04-23,2023-12-28,36.68,2230845.5661296844,816023.9833831787,7,
HQI,5092,2003-10-07,2023-12-28,20.22,332744.5053100586,11699.999570846558,5,
HQL,7974,1992-05-01,2023-12-28,31.66,1146692.02709198,650900.989151001,7,
HQY,2370,2014-07-31,2023-12-28,9.41,37322779.074668884,31012873.3379364,4,
HR,7703,1993-05-27,2023-12-28,30.59,45868091.68968201,10214050.0,7,
HRB,12826,1973-02-21,2023-12-28,50.85,52637153.9806366,16761440.625,7,
HRC,12128,1972-06-01,2020-07-02,48.08,46998248.42338563,2638289.177417755,7,
HRI,4307,2006-11-16,2023-12-28,17.11,34096748.90289307,30026811.152267456,5,
HRL,11040,1980-03-17,2023-12-28,43.78,77933584.2095375,4934520.063400269,7,
HROW,4091,2007-09-28,2023-12-28,16.25,6668958.408164978,142760.00328063965,5,
HRTG,2417,2014-05-23,2023-12-28,9.6,671129.993057251,1658466.0409927368,4,
HRTX,9158,1987-08-26,2023-12-28,36.34,3054032.9657256603,244000.0,7,
HRZN,3313,2010-10-29,2023-12-28,13.16,2518746.9616889954,965775.0310897828,5,
HSBC,6154,1999-07-16,2023-12-28,24.45,65455419.777679436,65687269.10362244,7,
HSC,10162,1980-03-17,2020-07-02,40.29,10929376.562309265,3313650.0,7,
HSDT,2393,2014-06-27,2023-12-28,9.5,66059.14892196655,55890.00263214111,4,
HSIC,7086,1995-11-03,2023-12-28,28.15,62507500.97732544,33164674.93543625,7,
HSII,6210,1999-04-27,2023-12-28,24.67,2653579.527282715,2734059.1051101685,7,
HSKA,5790,1997-07-01,2020-07-02,23.0,5535981.862640381,133212.00046539307,7,
HSMV,939,2020-04-07,2023-12-28,3.72,26243.199157714844,25255.800247192383,4,
HSON,5233,2003-03-18,2023-12-28,20.78,62818.9998626709,205439.99633789062,5,
HSPX,1727,2013-06-24,2020-07-02,7.02,933677.9787063599,249312.00523376465,6,
HSRT,379,2018-05-31,2020-06-19,2.05,99940.85159301758,63440.00244140625,44,
HST,11040,1980-03-17,2023-12-28,43.78,106334092.96813011,14394788.193130493,7,
HSTM,5967,2000-04-11,2023-12-28,23.71,2163585.4846954346,1279277.9886245728,7,
HSTO,53,2019-11-27,2020-07-02,0.6,179740.00797271729,179740.00797271729,119,
HSY,10162,1980-03-17,2020-07-02,40.29,151524527.0805359,21983781.46018982,7,
HT,5334,1999-01-21,2020-04-01,21.19,5140203.447055817,2731334.993839264,7,
HTAB,1434,2018-04-19,2023-12-28,5.69,806276.4945030212,45307.49959945679,4,
HTBI,2886,2012-07-11,2023-12-28,11.46,736759.9925994873,848914.5107746124,5,
HTBK,5517,1998-07-20,2020-06-19,21.92,2109334.0358257294,256836.00311279297,7,
HTBX,1740,2013-07-24,2020-06-19,6.9,202026.99957937,201000.0,4,
HTD,4109,2004-02-25,2020-06-19,16.31,1823715.5194282532,1742860.0540161133,5,
HTEC,250,2019-06-25,2020-06-19,0.99,114546.29859924316,114546.29859924316,4,
HTFA,625,2017-10-04,2020-07-02,2.74,33176.00059509277,33136.99970245361,7,
HTGC,4671,2005-06-09,2023-12-28,18.55,14796057.83996582,4144842.915058136,5,
HTGM,1299,2015-05-06,2020-07-02,5.16,250768.9987063408,396200.0,4,
HTH,5000,2004-02-19,2023-12-28,19.85,8932384.669685364,5077090.04240036,5,
HTHT,3464,2010-03-26,2023-12-28,13.76,56650842.79823303,13190998.193740845,5,
HTIA,1021,2019-12-09,2023-12-28,4.05,129551.49917602539,130386.00425720215,4,
HTLD,9361,1986-11-05,2023-12-28,37.14,3216588.014602661,3761154.014968872,7,
HTLF,6288,1999-01-04,2023-12-28,24.98,5560574.990844727,559997.0123291016,7,
HTLFP,887,2020-06-22,2023-12-28,3.52,104477.99949645996,121824.99790191655,4,
HTRB,1573,2017-09-28,2023-12-28,6.25,3143158.5998535156,1262103.9566040037,4,
HTUS,2143,2015-06-25,2023-12-28,8.51,104952.40383148193,105564.00260925294,4,
HTY,4093,2007-09-26,2023-12-28,16.25,131371.50237560272,302510.99882125854,5,
HTZ,4057,2006-11-16,2023-12-28,17.11,44113488.80901337,55670198.92692566,364,
HUBB,12883,1972-06-05,2023-12-28,51.56,111143366.98622131,2719806.25,9,
HUBG,6997,1996-03-13,2023-12-28,27.79,16930872.673797607,7249050.0,7,
HUBS,2321,2014-10-09,2023-12-28,9.22,230896918.52722168,82234592.28820801,4,
HUD,611,2007-09-26,2020-07-02,12.77,2597930.5540561676,3753750.0,2620,
HUGE,1399,2018-06-08,2023-12-28,5.56,91239.00044560432,95475.0,4,
HUIZ,977,2020-02-12,2023-12-28,3.87,23508.500063419342,76608.00304412842,4,
HUM,10587,1981-12-31,2023-12-28,41.99,481930999.24316406,24821410.014152527,7,
HUN,4752,2005-02-14,2023-12-28,18.87,48020766.68996811,,5,
HURC,10926,1980-08-27,2023-12-28,43.33,380136.4933013916,181911.99951171875,7,
HURN,4836,2004-10-13,2023-12-28,19.21,9595724.95803833,5896309.964179993,5,
HUSA,5523,2002-01-22,2023-12-28,21.93,257168.00179481506,104399.99723434448,5,
HUSN,78,2019-11-08,2020-07-02,0.65,117212.00160384177,117212.00160384177,63,
HUSV,1848,2016-08-25,2023-12-28,7.34,258303.3462524414,389472.4431037903,4,
HUYA,1418,2018-05-11,2023-12-28,5.63,4535631.500148773,33342272.272348404,4,
HVBC,810,2017-01-12,2020-04-01,3.22,7875.0,13691.250085830688,4,
HVT-A,9475,1986-05-27,2023-12-28,37.59,0.0,0.0,7,
HVT,11040,1980-03-17,2023-12-28,43.78,3098304.957008362,662466.0172462463,7,
HWBK,5275,1999-07-20,2020-07-02,20.95,199399.49645996094,,5,
HWC,7318,1991-06-04,2020-06-19,29.04,16149920.971488953,2812422.4902153015,7,
HWCC,3473,2006-06-15,2020-04-01,13.8,120843.49842071533,653564.9785995482,5,
HWCPL,1322,2015-04-01,2020-07-02,5.25,129135.99967956543,190439.00451660156,4,
HWCPZ,12,2020-06-17,2020-07-02,0.04,3338736.591148376,3338736.591148376,3,
HWKN,10161,1980-03-18,2020-07-02,40.29,1202436.0042572021,30540.000915527344,7,
HWM-P,26,2020-04-09,2020-06-01,0.15,28279.87333297729,28279.87333297729,12,
HWM,128,2019-10-03,2020-07-02,0.75,66090392.07191467,66090392.07191467,56,
HXL,10098,1980-03-17,2020-04-01,40.04,37135312.34970093,847878.125,7,
HYAC,173,2019-07-23,2020-06-19,0.91,299494.9942588806,299494.9942588806,13,
HYACU,183,2019-06-07,2020-07-02,1.07,65422.497272491455,65422.497272491455,16,
HYB,8149,1988-02-19,2020-06-19,32.33,612562.4935626984,429000.0,7,
HYD,2872,2009-02-05,2020-07-02,11.4,26175960.86578369,9567352.98500061,5,
HYDB,683,2017-07-14,2020-07-02,2.97,185609.44728851318,72044.99816894533,12,
HYDW,367,2018-01-31,2020-07-02,2.42,145739.50309753418,98330.00183105469,66,
HYG,3332,2007-04-11,2020-07-02,13.23,1887999756.414795,355268926.2687683,5,
HYGH,1487,2014-05-29,2020-07-02,6.09,436462.6064300537,447546.0090637207,5,
HYHG,1787,2013-05-23,2020-07-02,7.11,407953.0086517334,656775.9902954102,4,
HYI,2437,2010-10-27,2020-07-02,9.68,1120067.0065879822,1216032.0533752441,5,
HYLB,884,2016-12-13,2020-07-02,3.55,34555232.073783875,11949762.691497803,5,
HYLD,2411,2010-12-01,2020-07-02,9.59,657242.9985046387,1124970.0176239014,5,
HYLS,1851,2013-02-27,2020-07-02,7.34,9628015.57598114,4477019.943237305,4,
HYLV,811,2017-02-17,2020-07-02,3.37,191326.0461807251,93869.00310516357,6,
HYMB,2299,2011-04-14,2020-06-19,9.18,8582032.934951782,3095473.0083465576,5,
HYRE,508,2018-06-27,2020-07-02,2.02,420169.9926495552,507067.50062704086,4,
HYS,2267,2011-06-17,2020-06-19,9.01,21243823.56491089,20721699.638366703,5,
HYT,4296,2003-05-29,2020-06-19,17.06,4948983.574008942,2025561.9631767273,5,
HYTR,114,2020-01-22,2020-07-02,0.44,9570.600128173828,9570.600128173828,4,
HYUP,442,2009-01-02,2020-07-02,11.5,28633.799743652344,31500.050354003914,810,
HYXE,642,2016-06-17,2020-07-02,4.04,391956.49433135986,68141.34979248047,22,
HYXU,2058,2012-04-03,2020-07-02,8.25,131702.99682617188,355763.4994506836,5,
HZN,1258,2015-06-23,2020-06-19,4.99,180555.4993033409,1217787.5057697296,4,
HZNP,2248,2011-07-28,2020-07-02,8.93,48958551.76944733,28384692.46211052,5,
HZO,5558,1998-06-03,2020-07-02,22.08,3356881.5749645233,1941347.9524612427,7,
IAA,265,2019-06-17,2020-07-02,1.04,49347232.485961914,49200559.46350098,4,
IAC,7793,1993-01-19,2023-12-28,30.94,32535447.443580627,49068974.84989166,7,
IAE,4219,2007-03-28,2023-12-28,16.75,151601.99966430664,484613.990020752,5,
IAF,9586,1985-12-16,2023-12-28,38.03,216884.99269485474,305034.9965572357,7,
IAG,5151,2003-07-15,2023-12-28,20.45,10139167.496347427,16189074.155950546,5,
IAGG,2045,2015-11-12,2023-12-28,8.13,12698646.877479553,7576425.90637207,4,
IAI,3556,2006-05-05,2020-06-19,14.12,1141509.9975585938,2167536.5577697754,5,
IAK,4443,2006-05-05,2023-12-28,17.65,2822644.4679260254,516494.01569366455,5,
IART,7142,1995-08-16,2023-12-28,28.37,23866021.28391266,7194028.348827362,7,
IAT,3556,2006-05-05,2020-06-19,14.12,4818168.159103394,3040600.9125709534,5,
IAU,4762,2005-01-28,2023-12-28,18.91,156907122.05295563,73436846.5376854,5,
IAUF,433,2018-06-08,2020-07-02,2.07,109990.24658203125,50185.00137329102,14,
IBA,5725,1997-09-19,2020-06-19,22.75,276773.0020523071,210279.99877929688,7,
IBCE,1630,2013-04-19,2020-07-02,7.2,19440.000152587894,61100.00133514404,13,
IBCP,2614,2010-02-02,2020-06-19,10.38,1811125.4917144775,936156.4856529236,5,
IBD,1633,2017-07-05,2023-12-28,6.48,790760.9777450562,518858.9984893798,4,
IBDD,1341,2015-01-02,2020-07-02,5.5,85440.00244140625,98420.001411438,5,
IBDM,1310,2015-03-12,2020-07-02,5.31,4588532.492828369,2262325.4722595215,8,
IBDN,1288,2015-03-12,2020-07-02,5.31,4101329.962158203,1695804.031085968,20,
IBDP,2216,2015-03-12,2023-12-28,8.8,10553407.581806183,2388923.4894752502,4,
IBDQ,2216,2015-03-12,2023-12-28,8.8,8779814.082431793,2031035.5018615723,4,
IBDR,1829,2016-09-22,2023-12-28,7.26,7423121.156215668,1861125.9330749512,4,
IBDS,1581,2017-09-18,2023-12-28,6.28,6527050.021362305,1376634.0272903442,4,
IBDT,1327,2018-09-20,2023-12-28,5.27,4605645.442771912,971279.9869537356,4,
IBDU,1077,2019-09-19,2023-12-28,4.27,2586987.9291534424,678846.004486084,4,
IBDV,883,2020-06-26,2023-12-28,3.5,2082236.5149497986,632286.0111236572,4,
IBHA,266,2019-05-09,2020-06-19,1.11,82220.70121765137,77368.25141906738,6,
IBHD,1169,2019-05-09,2023-12-28,4.64,2626148.0346679688,246172.4967956543,4,
IBHE,1169,2019-05-09,2023-12-28,4.64,1588491.9443130493,154539.0043258667,4,
IBIO,3867,2008-08-19,2023-12-28,15.36,221659.00185108185,103950.0,5,
IBKC,6353,1995-04-07,2020-07-01,25.23,20806520.6615448,3330400.0,7,
IBKCN,309,2019-04-01,2020-06-19,1.22,212150.49962997437,254688.00659179688,4,
IBKCP,1238,2015-08-03,2020-07-01,4.91,102634.3020439148,102510.69850921631,4,
IBKR,4193,2007-05-04,2023-12-28,16.65,72760626.45950317,17546620.70159912,5,
IBM,15605,1962-01-02,2023-12-28,61.98,536325306.8710327,216584550.0,7,
IBMI,1465,2014-08-14,2020-06-19,5.85,737405.4845809937,608089.981842041,5,
IBMJ,1207,2015-09-04,2020-07-02,4.83,704073.0155944823,569183.9965820312,5,
IBMK,1204,2015-09-04,2020-07-02,4.83,903925.0,599461.9972229004,5,
IBML,1681,2017-04-11,2023-12-13,6.67,1657599.5600795746,708900.0,4,
IBMM,1453,2018-03-22,2023-12-28,5.77,1933119.0258979797,673669.507598877,4,
IBMN,1287,2018-11-15,2023-12-28,5.12,1566111.9937896729,590259.9983215331,4,
IBMO,1193,2019-04-04,2023-12-28,4.73,1253211.9926452637,430015.50121307373,4,
IBMP,1188,2019-04-11,2023-12-28,4.71,984671.9741821289,294351.9992828369,4,
IBMQ,1183,2019-04-18,2023-12-28,4.7,851506.503868103,256855.99555969238,4,
IBN,5977,2000-03-28,2023-12-28,23.75,94899824.38192368,59077921.28047943,7,
IBND,2536,2010-05-20,2020-06-19,10.08,656139.4837379456,968425.0152587891,5,
IBOC,7132,1995-08-30,2023-12-28,28.33,8774644.318008423,3185572.0348358154,7,
IBP,2486,2014-02-13,2023-12-28,9.87,25000128.0960083,10765829.164505005,4,
IBTA,47,2020-02-28,2020-07-01,0.34,20177.09933280945,20177.09933280945,8,
IBTB,33,2020-03-03,2020-06-22,0.3,19236.86482810974,19236.86482810974,24,
IBTD,965,2020-02-25,2023-12-21,3.82,14831220.898117065,419489.67750549316,4,
IBTE,964,2020-03-03,2023-12-28,3.82,14141922.091293335,453475.7406234741,4,
IBTF,966,2020-02-28,2023-12-28,3.83,7390660.512161255,197653.00407409668,4,
IBTG,966,2020-02-28,2023-12-28,3.83,2475814.016532898,179108.7490081787,4,
IBTH,966,2020-02-28,2023-12-28,3.83,1350270.0113296509,129477.49853134155,4,
IBTI,966,2020-02-28,2023-12-28,3.83,625048.0075836182,56674.248123168945,4,
IBTJ,966,2020-02-28,2023-12-28,3.83,386376.91049575806,55182.000732421875,4,
IBTX,2704,2013-04-04,2023-12-28,10.73,8997013.143920898,6715571.872329712,4,
IBUY,1046,2016-04-20,2020-06-19,4.16,1328572.5179672241,1467192.9662704468,4,
ICAD,9839,1984-12-13,2023-12-28,39.04,270177.99335718155,146400.0,7,
ICBK,1375,2015-01-16,2020-07-02,5.46,146822.49727249146,124119.00329589842,4,
ICCC,9237,1987-05-05,2023-12-28,36.65,37728.49934101105,13530.000686645508,7,
ICCH,1701,2017-03-28,2023-12-28,6.75,1647.9999542236328,1650.0,4,
ICD,2364,2014-08-08,2023-12-28,9.39,183966.49668216705,431699.991607666,4,
ICF,5762,2001-02-02,2023-12-28,22.9,7509084.453010559,17631148.342895508,7,
ICFI,3464,2006-09-28,2020-07-02,13.76,8850151.861572266,2816636.029434204,5,
ICHR,896,2016-12-09,2020-07-02,3.56,7188468.856334686,9507250.159168243,4,
ICL,3037,2000-12-15,2020-07-02,19.55,692815.5202746391,157896.00524902344,399,
ICLK,636,2017-12-21,2020-07-02,2.53,494108.49347114563,503384.5012307167,4,
ICLR,5570,1998-05-15,2020-07-02,22.13,38149471.83609009,5776788.080978394,7,
ICMB,1613,2014-02-06,2020-07-02,6.4,149498.01709651947,272302.8697013855,4,
ICOL,1358,2015-01-02,2020-07-02,5.5,96051.49884223938,60516.499853134155,5,
ICON,7663,1990-01-22,2020-06-19,30.41,108893.99970173836,807500.0,7,
ICOW,753,2017-06-19,2020-07-02,3.04,79888.59987258913,87200.0,6,
ICPT,1943,2012-10-11,2020-07-02,7.72,42388871.96331024,50963220.63446045,5,
ICSH,1247,2013-12-16,2020-06-19,6.51,27888545.178985596,975584.9761962892,43,
ICUI,7054,1992-03-31,2020-04-01,28.0,31778989.546203613,2833270.013237,7,
ICVT,1155,2015-06-04,2020-06-19,5.04,2863453.046798706,774654.0184020996,15,
IDA,11948,1973-02-21,2020-07-02,47.36,28507179.99572754,1860218.75,7,
IDCC,9742,1981-11-12,2020-07-02,38.64,13351600.274848938,4390359.765815735,7,
IDE,2614,2010-02-02,2020-06-19,10.38,870327.5122642517,991774.5069980621,5,
IDEV,807,2017-03-27,2020-07-02,3.27,4510164.968681335,2106788.070678711,5,
IDEX,3237,2007-05-23,2020-04-01,12.86,544098.0014115572,51045.00079154968,5,
IDHD,837,2016-12-08,2020-07-02,3.56,63703.14960479736,32220.000457763672,8,
IDHQ,3179,2007-06-13,2020-06-19,13.02,293183.99715423584,90736.00444793701,6,
IDIV,430,2018-02-14,2020-07-02,2.38,7271.999931335449,7087.800121307373,10,
IDLB,1096,2015-11-05,2020-07-01,4.65,140243.0495262146,138162.7529144287,10,
IDLV,2116,2012-01-17,2020-07-02,8.46,4996350.008010864,1955606.0072898865,6,
IDN,5187,1999-11-19,2020-07-02,20.62,481649.00345802313,77720.00255584718,7,
IDNA,262,2019-06-13,2020-07-02,1.05,152036.80076599124,142401.59912109375,4,
IDOG,1766,2013-06-28,2020-07-02,7.01,791613.0226135254,846005.987071991,4,
IDRA,6152,1996-01-25,2020-07-02,24.44,297622.0013141632,147155.99536895752,7,
IDRV,289,2019-04-18,2020-07-02,1.21,77040.00148773193,59462.39776611329,5,
IDT,4749,2001-05-16,2020-04-01,18.88,667848.5073328018,1610013.496017456,7,
IDV,3273,2007-06-21,2020-06-19,13.0,25325298.440361023,13862966.600608826,5,
IDX,2878,2009-01-20,2020-07-02,11.45,132065.99464416504,1905393.495750427,5,
IDXG,5567,1998-05-20,2020-07-02,22.12,321781.9969177246,306000.0,7,
IDXX,7314,1991-06-21,2020-07-02,29.03,130048482.67059326,12448246.147155762,7,
IDY,104,2017-01-10,2020-07-02,3.47,3899.600028991699,3899.600028991699,958,
IDYA,281,2019-05-23,2020-07-02,1.11,244605.99880218506,257400.0062942505,4,
IEA,2651,2009-12-11,2020-07-02,10.56,103173.50013256073,0.0,5,
IEC,6897,1993-02-12,2020-07-02,27.38,155668.99480819702,58662.5,7,
IEDI,508,2018-03-23,2020-07-02,2.28,87803.90071868896,35166.35026931763,7,
IEFA,1385,2015-01-02,2020-07-02,5.5,529720981.0638428,257559946.08421326,4,
IEFN,461,2018-03-23,2020-07-02,2.28,10336.999893188477,7856.39991760254,12,
IEHS,549,2018-03-23,2020-07-02,2.28,83884.35001373291,51550.79994201661,7,
IEIH,545,2018-03-23,2020-07-02,2.28,51385.000228881836,27650.699043273926,7,
IEMG,1934,2012-10-24,2020-07-02,7.69,722871962.1778488,263504736.54994965,5,
IEO,3565,2006-05-05,2020-07-02,14.16,5630786.936378479,7272677.8884887695,5,
IEP,8304,1987-07-23,2020-07-02,32.94,6165981.018066406,248654.59642410278,7,
IESC,5645,1998-01-28,2020-07-02,22.43,512053.4903526306,330730.1902770996,7,
IETC,574,2018-03-23,2020-07-02,2.28,495187.0084762573,145659.002494812,4,
IEV,5005,2000-07-28,2020-06-19,19.89,11967049.913215637,13042504.667282104,7,
IEX,7833,1989-06-02,2020-07-02,31.08,69726083.18328857,6385440.229797363,7,
IEZ,3565,2006-05-05,2020-07-02,14.16,1092850.537109375,4280327.838134766,5,
IFEU,2970,2007-12-27,2020-07-02,12.51,87089.99862670898,89590.49777984619,6,
IFF,11423,1974-12-17,2020-04-01,45.29,126852311.97662354,8472294.07196045,7,
IFFT,442,2018-09-18,2020-06-19,1.75,2969570.9867477417,3265718.946456909,4,
IFGL,3151,2007-12-27,2020-07-02,12.51,1359985.0444793701,1745271.0342407224,5,
IFMK,876,2017-01-10,2020-07-02,3.47,224015.55107831955,92190.99757671356,4,
IFN,6642,1994-02-15,2020-07-02,26.38,1864116.9863700867,2536995.021343231,7,
IFRA,533,2018-04-05,2020-07-02,2.24,63369.70024108887,40559.400939941406,6,
IFRX,604,2017-10-26,2020-04-01,2.43,2044046.024107933,1282963.494193554,12,
IFS,4711,2000-01-03,2020-07-02,20.5,1465552.5069236755,4995.000064373016,517,
IG,316,2018-04-19,2020-07-02,2.2,15536.999702453613,11514.250087738037,41,
IGA,3695,2005-10-27,2020-07-02,14.68,592204.4968128204,719902.0203590393,5,
IGBH,1000,2015-09-11,2020-07-02,4.81,198753.3962249756,102018.252658844,26,
IGC,3552,2006-05-24,2020-07-02,14.11,236673.00623357296,56069.99827623367,5,
IGD,3844,2005-03-29,2020-07-02,15.26,2623627.0082712173,3073302.556681633,5,
IGE,4628,2001-11-30,2020-07-02,18.59,5216421.956920624,7222223.489284515,13,
IGHG,1385,2015-01-02,2020-07-02,5.5,1142706.5204620361,1569632.933807373,4,
